source_file,year,objective,donor,recipient_scope,sector_scope,allocable_scope,marker,amount_type,unit,principal,significant,screened_not_targeted,not_screened,climate_targeted_total_usd_millions_2019,all_screened_total_usd_millions_2019
2017Adaptation.xls,2017,Adaptation,"DAC members, Total","Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",5411.423153,13266.21717,103977.398651,3493.872164,18677.640323,126148.911138
2017Adaptation.xls,2017,Adaptation,Australia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",24.830318,285.296372,1826.685467,0.080498,310.12669,2136.8926549999996
2017Adaptation.xls,2017,Adaptation,Austria,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",6.550402,28.510283,259.541274,27.98424,35.060685,322.58619899999997
2017Adaptation.xls,2017,Adaptation,Belgium,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",14.673843,213.762082,652.221473,,228.435925,880.657398
2017Adaptation.xls,2017,Adaptation,Canada,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",286.674607,88.218854,1910.184282,,374.893461,2285.077743
2017Adaptation.xls,2017,Adaptation,Czech Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.060909,3.658451,26.676844,29.352989,4.71936,60.749193
2017Adaptation.xls,2017,Adaptation,Denmark,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",41.442124,115.956383,1273.246279,74.303377,157.398507,1504.9481629999998
2017Adaptation.xls,2017,Adaptation,Finland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",0.574652,148.934214,338.047,46.315842,149.50886599999998,533.871708
2017Adaptation.xls,2017,Adaptation,France,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1695.168302,60.493501,5301.567634,838.770614,1755.661803,7896.000051
2017Adaptation.xls,2017,Adaptation,Germany,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",588.439521,2906.965694,14259.897482,524.982228,3495.4052149999998,18280.284925
2017Adaptation.xls,2017,Adaptation,Greece,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,0.228823,2.929162,13.360987,0.228823,16.518971999999998
2017Adaptation.xls,2017,Adaptation,Hungary,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,,,36.2855,,36.2855
2017Adaptation.xls,2017,Adaptation,Iceland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.120286,8.319588,17.224448,,9.439874,26.664322
2017Adaptation.xls,2017,Adaptation,Ireland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",42.420592,52.247318,224.530472,106.341887,94.66791,425.540269
2017Adaptation.xls,2017,Adaptation,Italy,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",109.658121,178.229782,876.026488,329.348479,287.887903,1493.26287
2017Adaptation.xls,2017,Adaptation,Japan,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",119.427376,3484.632755,14465.206533,1131.005772,3604.060131,19200.272436000003
2017Adaptation.xls,2017,Adaptation,Korea,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",22.886112,198.107632,2039.750103,,220.993744,2260.743847
2017Adaptation.xls,2017,Adaptation,Luxembourg,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",5.040781,12.840182,279.737263,,17.880963,297.618226
2017Adaptation.xls,2017,Adaptation,Netherlands,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",38.888188,682.869242,1541.182708,,721.75743,2262.940138
2017Adaptation.xls,2017,Adaptation,New Zealand,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",5.735187,34.028094,314.070812,,39.763281000000006,353.834093
2017Adaptation.xls,2017,Adaptation,Norway,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",72.120363,73.958802,2730.250205,,146.079165,2876.32937
2017Adaptation.xls,2017,Adaptation,Poland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",0.554304,1.372243,169.941465,,1.9265470000000002,171.868012
2017Adaptation.xls,2017,Adaptation,Portugal,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.029442,3.290654,114.529609,,4.3200959999999995,118.849705
2017Adaptation.xls,2017,Adaptation,Slovak Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",0.070346,0.222434,33.060129,1.588544,0.29278,34.941453
2017Adaptation.xls,2017,Adaptation,Slovenia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,0.856823,6.080615,2.499377,0.856823,9.436815
2017Adaptation.xls,2017,Adaptation,Spain,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",30.691254,55.141994,580.750851,,85.833248,666.584099
2017Adaptation.xls,2017,Adaptation,Sweden,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",111.111093,368.633742,1911.072662,32.002999,479.74483499999997,2422.820496
2017Adaptation.xls,2017,Adaptation,Switzerland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",33.505486,275.752878,1745.312227,299.648823,309.25836400000003,2354.2194139999997
2017Adaptation.xls,2017,Adaptation,United Kingdom,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",141.882959,594.468606,6147.401871,,736.351565,6883.753436
2017Adaptation.xls,2017,Adaptation,United States,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",656.191089,245.757114,27611.595687,,901.948203,28513.54389
2017Adaptation.xls,2017,Adaptation,EU Institutions,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1359.675498,3143.462631,17318.677602,,4503.138129,21821.815731
2017Adaptation.xls,2017,Adaptation,Data extracted on 16 Jun 2021 02:42 UTC (GMT) from OECD.Stat,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,,,,,
2017Mitigation.xls,2017,Mitigation,"DAC members, Total","Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",8990.839963,12110.802321,101973.334648,3073.93419,21101.642284,126148.911122
2017Mitigation.xls,2017,Mitigation,Australia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",30.999973,167.746086,1938.066103,0.080498,198.746059,2136.89266
2017Mitigation.xls,2017,Mitigation,Austria,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",20.842152,36.099643,237.655536,27.98887,56.941795,322.586201
2017Mitigation.xls,2017,Mitigation,Belgium,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",11.989699,142.142253,726.525444,,154.131952,880.6573960000001
2017Mitigation.xls,2017,Mitigation,Canada,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",275.344124,67.514033,1942.21958,,342.858157,2285.077737
2017Mitigation.xls,2017,Mitigation,Czech Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",1.24548,1.058362,29.041264,29.404088,2.303842,60.749194
2017Mitigation.xls,2017,Mitigation,Denmark,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",38.867277,91.488101,1315.288454,59.304329,130.355378,1504.948161
2017Mitigation.xls,2017,Mitigation,Finland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",158.572804,28.254485,300.728577,46.315842,186.82728899999998,533.8717079999999
2017Mitigation.xls,2017,Mitigation,France,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",3159.022945,30.164282,3884.607995,822.204831,3189.1872270000003,7896.000053000001
2017Mitigation.xls,2017,Mitigation,Germany,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",2580.050075,2531.267528,13018.247287,150.720036,5111.3176029999995,18280.284926
2017Mitigation.xls,2017,Mitigation,Greece,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,0.228823,2.934876,13.355273,0.228823,16.518972
2017Mitigation.xls,2017,Mitigation,Hungary,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,,,36.2855,,36.2855
2017Mitigation.xls,2017,Mitigation,Iceland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",3.682525,1.313422,21.668376,,4.995947,26.664323
2017Mitigation.xls,2017,Mitigation,Ireland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",8.627407,36.779808,273.736904,106.396143,45.407215,425.540262
2017Mitigation.xls,2017,Mitigation,Italy,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",99.615399,179.569271,885.362557,328.71565,279.18467,1493.2628770000001
2017Mitigation.xls,2017,Mitigation,Japan,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",110.277665,3821.246334,14151.061335,1117.687096,3931.523999,19200.27243
2017Mitigation.xls,2017,Mitigation,Korea,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",42.575916,31.777474,2186.39045,,74.35339,2260.74384
2017Mitigation.xls,2017,Mitigation,Luxembourg,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",0.621013,16.992843,280.004367,,17.613856000000002,297.618223
2017Mitigation.xls,2017,Mitigation,Netherlands,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",24.252865,252.564969,1986.122306,,276.817834,2262.94014
2017Mitigation.xls,2017,Mitigation,New Zealand,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",14.773131,28.635724,310.425236,,43.408855,353.834091
2017Mitigation.xls,2017,Mitigation,Norway,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",424.318074,101.618965,2350.392326,,525.937039,2876.329365
2017Mitigation.xls,2017,Mitigation,Poland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",0.299641,0.174317,171.394054,,0.473958,171.86801200000002
2017Mitigation.xls,2017,Mitigation,Portugal,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",1.424032,0.788739,116.636935,,2.212771,118.849706
2017Mitigation.xls,2017,Mitigation,Slovak Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,0.158964,33.193944,1.588544,0.158964,34.941452
2017Mitigation.xls,2017,Mitigation,Slovenia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",0.472446,0.224134,6.209952,2.530282,0.69658,9.436814
2017Mitigation.xls,2017,Mitigation,Spain,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",5.405228,40.243778,620.935098,,45.649006,666.584104
2017Mitigation.xls,2017,Mitigation,Sweden,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",121.256451,213.418157,2056.437513,31.708376,334.67460800000003,2422.820497
2017Mitigation.xls,2017,Mitigation,Switzerland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",78.309038,148.21759,1828.043956,299.648823,226.52662800000002,2354.219407
2017Mitigation.xls,2017,Mitigation,United Kingdom,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",316.45931,843.218344,5724.07578,,1159.677654,6883.753434
2017Mitigation.xls,2017,Mitigation,United States,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",671.233364,124.563602,27717.74693,,795.7969660000001,28513.543896000003
2017Mitigation.xls,2017,Mitigation,EU Institutions,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",790.301928,3173.332288,17858.181513,,3963.634216,21821.815728999998
2017Mitigation.xls,2017,Mitigation,Data extracted on 16 Jun 2021 02:42 UTC (GMT) from OECD.Stat,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,,,,,
2018Adaptation.xls,2018,Adaptation,"DAC members, Total","Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",3215.42914,12780.792692,98221.742739,8476.391947,15996.221832000001,122694.35651799999
2018Adaptation.xls,2018,Adaptation,Australia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",26.948077,255.075761,1952.285165,19.706849,282.023838,2254.015852
2018Adaptation.xls,2018,Adaptation,Austria,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",11.969991,27.707525,219.324521,0.569092,39.677516,259.571129
2018Adaptation.xls,2018,Adaptation,Belgium,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",13.593445,158.441167,492.545218,84.624522,172.034612,749.204352
2018Adaptation.xls,2018,Adaptation,Canada,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",422.405252,189.504443,1860.018692,99.990536,611.909695,2571.9189229999997
2018Adaptation.xls,2018,Adaptation,Czech Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.952315,3.74447,50.206454,14.089815,5.696785,69.993054
2018Adaptation.xls,2018,Adaptation,Denmark,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",36.29941,188.835474,1226.143435,45.437895,225.134884,1496.716214
2018Adaptation.xls,2018,Adaptation,Finland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",4.93861,61.727456,491.106502,0.368036,66.666066,558.1406039999999
2018Adaptation.xls,2018,Adaptation,France,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",8.302157,617.733967,4999.430397,762.168297,626.036124,6387.634818
2018Adaptation.xls,2018,Adaptation,Germany,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",545.199872,3278.872389,14043.569896,444.716683,3824.0722610000003,18312.35884
2018Adaptation.xls,2018,Adaptation,Greece,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,0.001973,32.064629,,0.001973,32.066601999999996
2018Adaptation.xls,2018,Adaptation,Hungary,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,,,122.282444,,122.282444
2018Adaptation.xls,2018,Adaptation,Iceland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",0.353425,6.479001,35.327046,,6.832426,42.159472
2018Adaptation.xls,2018,Adaptation,Ireland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",19.527996,48.481627,347.141962,8.569417,68.009623,423.72100199999994
2018Adaptation.xls,2018,Adaptation,Italy,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",40.80638,106.070652,671.025722,278.638833,146.87703199999999,1096.541587
2018Adaptation.xls,2018,Adaptation,Japan,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",13.925222,1623.446799,15805.935399,1130.003185,1637.3720210000001,18573.310605000002
2018Adaptation.xls,2018,Adaptation,Korea,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",42.798048,104.585404,2328.744663,83.032603,147.383452,2559.160718
2018Adaptation.xls,2018,Adaptation,Luxembourg,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.362517,15.827788,303.163444,,17.190305,320.35374900000005
2018Adaptation.xls,2018,Adaptation,Netherlands,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",135.350661,614.300709,1941.038448,,749.65137,2690.689818
2018Adaptation.xls,2018,Adaptation,New Zealand,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",11.206525,59.112345,253.711768,,70.31887,324.030638
2018Adaptation.xls,2018,Adaptation,Norway,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",132.092328,92.336059,3154.260426,,224.42838700000001,3378.6888129999998
2018Adaptation.xls,2018,Adaptation,Poland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",57.260658,3.706356,105.712721,,60.967014,166.679735
2018Adaptation.xls,2018,Adaptation,Portugal,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1.25121,2.621595,121.246475,,3.872805,125.11928
2018Adaptation.xls,2018,Adaptation,Slovak Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,0.282727,28.593836,,0.282727,28.876563
2018Adaptation.xls,2018,Adaptation,Slovenia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",0.801322,7.148632,4.119798,6.065894,7.949954,18.135646
2018Adaptation.xls,2018,Adaptation,Spain,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",42.058593,129.203286,553.826854,1.558978,171.261879,726.6477110000001
2018Adaptation.xls,2018,Adaptation,Sweden,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",235.153598,829.970018,2003.817101,139.308698,1065.1236159999999,3208.2494149999998
2018Adaptation.xls,2018,Adaptation,Switzerland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",75.844353,256.15894,1401.419237,243.250888,332.003293,1976.673418
2018Adaptation.xls,2018,Adaptation,United Kingdom,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",72.126525,380.827818,5027.672126,368.935762,452.954343,5849.562231000001
2018Adaptation.xls,2018,Adaptation,United States,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",68.42838,395.422646,27347.473788,,463.851026,27811.324814
2018Adaptation.xls,2018,Adaptation,EU Institutions,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",1193.472272,3323.165667,11420.817032,4623.073516,4516.637939,20560.528487000003
2018Adaptation.xls,2018,Adaptation,Data extracted on 16 Jun 2021 02:41 UTC (GMT) from OECD.Stat,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Adaptation,Constant Prices,"US Dollar, Millions, 2019",,,,,,
2018Mitigation.xls,2018,Mitigation,"DAC members, Total","Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",7649.907679,16219.808429,90744.40103,8080.239378,23869.716108,122694.356516
2018Mitigation.xls,2018,Mitigation,Australia,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",38.681126,157.120973,2038.506901,19.706849,195.802099,2254.0158490000003
2018Mitigation.xls,2018,Mitigation,Austria,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",21.663532,22.879821,214.458686,0.569092,44.543352999999996,259.571131
2018Mitigation.xls,2018,Mitigation,Belgium,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",24.550215,181.356918,460.246225,83.050997,205.90713300000002,749.2043550000001
2018Mitigation.xls,2018,Mitigation,Canada,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",402.110657,172.937713,1897.200654,99.669908,575.04837,2571.9189319999996
2018Mitigation.xls,2018,Mitigation,Czech Republic,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",1.39268,1.164209,53.346349,14.089815,2.556889,69.99305299999999
2018Mitigation.xls,2018,Mitigation,Denmark,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",73.488692,79.148758,1299.726754,44.352011,152.63745,1496.716215
2018Mitigation.xls,2018,Mitigation,Finland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",3.191836,69.184523,485.396206,0.368036,72.376359,558.140601
2018Mitigation.xls,2018,Mitigation,France,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",297.321622,962.73314,4382.423653,745.156402,1260.054762,6387.634816999999
2018Mitigation.xls,2018,Mitigation,Germany,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",3379.057889,2273.068589,12546.26177,113.970585,5652.126478,18312.358833
2018Mitigation.xls,2018,Mitigation,Greece,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,0.001973,32.064629,,0.001973,32.066601999999996
2018Mitigation.xls,2018,Mitigation,Hungary,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",,,,122.282444,,122.282444
2018Mitigation.xls,2018,Mitigation,Iceland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",0.579003,6.555207,35.025264,,7.13421,42.159474
2018Mitigation.xls,2018,Mitigation,Ireland,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",4.288544,12.681704,397.68688,9.063873,16.970247999999998,423.72100099999994
2018Mitigation.xls,2018,Mitigation,Italy,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",30.568324,112.40091,689.339759,264.232594,142.969234,1096.541587
2018Mitigation.xls,2018,Mitigation,Japan,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",536.115149,7816.634044,9084.586101,1135.975318,8352.749193,18573.310612
2018Mitigation.xls,2018,Mitigation,Korea,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",17.146948,38.181323,2426.931385,76.901062,55.328271,2559.1607179999996
2018Mitigation.xls,2018,Mitigation,Luxembourg,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",3.182028,11.359841,305.811882,,14.541868999999998,320.35375100000005
2018Mitigation.xls,2018,Mitigation,Netherlands,"Developing Countries, Total",1000: Total All Sectors,Bilateral Allocable,Climate Change Mitigation,Constant Prices,"US Dollar, Millions, 2019",98.230062,406.902337,2185.557418,,505.13239899999996,2690.689817
