"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"HRV","Croatia",48.7760353421099,48.7415157897521,49.0112494664656,49.2650267682656,50.0999596170717,51.0337697720557,51.7859558507451,52.1977704918358,52.9536141924052,53.1359490292446,52.7542536976205,52.0021020153831,52.5014209807385,52.4740015122495,52.2481464277787,52.8303484014951,52.8695374607366,53.0165078212791,54.1343143758029,54.3846516393937,54.703177479177,54.7173535466568,54.5566224467269,54.5941627069867,54.8516161956303,54.6201675547512,54.6219149251615,56.6089027603474,56.6906518860797,57.1480608511183
"CUB","Cuba",39.5880850777799,39.4970863261477,39.3679785914771,39.3265621653737,39.882716177137,40.2004504011032,40.7076585119867,40.8298294640829,40.7686640316782,41.651547277523,42.3594421602676,45.1685581253512,46.2533288332183,46.8727352893381,46.5688511050187,45.3574394013601,44.5265813210741,44.1271524373078,43.3148994941952,43.5862469745584,43.7487350340529,43.2830064341228,43.8741052243707,44.0097256053165,44.2462373089193,44.6299089335662,44.3677873573866,44.4606836529943,44.2816807758237,43.448317920802
"CYP","Cyprus",53.8310748195158,53.8147045298427,53.583316494241,53.7657893911443,54.0013180590256,54.1141427771288,54.3392207785199,54.7777353226702,54.9086103577426,54.6871049620892,56.4162348890823,60.377316928605,60.6062854135578,61.537775011423,57.0855555456566,56.8843461021013,56.4112582761655,56.2914943750143,56.3596040996214,57.5281308842441,57.6999336097429,57.7788744760889,58.5067883844207,58.405715644966,58.7511580653323,58.5292029620741,58.5174454571621,57.0323583794625,57.1412420173301,57.474456323676
"CZE","Czech Republic",57.6836286053356,57.6193255003309,57.5318881426565,57.6086040307962,57.1826475567302,56.8236739825942,57.4796784674364,58.187674323502,58.6790556423098,58.5012041137374,59.0631488938702,59.4740428913337,59.9409781746283,60.21712748641,60.0740310957898,60.7457365451834,61.2477945627999,61.5064399987083,62.2053492580981,63.0128683542758,63.3589368664511,63.0407761092489,63.3988087834688,63.073567942159,63.0334892743967,62.6037019956009,62.5431632184486,65.0738730990353,64.996459175575,65.0870356874886
"DNK","Denmark",65.8967324655395,66.0825231071168,66.3014030731037,66.6369723709736,66.944443848722,67.2261123578434,67.3331768279105,67.6856372674326,67.882501825545,67.8642696042695,68.3660482633426,71.4236598251746,71.7482466300398,71.6381598209724,71.3875004572885,71.7357412817811,72.3130680108188,72.5257549425383,72.5002561575145,72.6992929845043,72.8941326117041,71.8794095001986,71.9840653085617,71.7529203436007,71.4397441583034,71.5302137358591,71.4690676431359,68.5338613480173,68.5384266068413,68.278015944235
"DJI","Djibouti",35.2479069901873,35.2472104335566,35.2468115683368,35.2651743448512,35.5100017579572,35.750643169113,35.8987756175523,35.2887009673995,34.7357035462294,35.8457439899923,35.9531534020733,33.8120326299066,34.2700672212699,35.4184344927557,35.7041696982646,35.0934218323609,34.8097851990273,34.2357055981994,34.2239581697227,34.9950437670276,34.7185692634213,34.612505995223,35.5994468298907,36.5352331475823,36.8736721280417,36.599045392435,35.9563805849863,36.3731137018072,36.5103778795917,36.4415690554014
"DMA","Dominica",55.3652139552897,55.2200336539522,55.3883086005427,55.4950652199412,55.4590960820412,55.8185153515052,56.3108699149119,55.7318695927928,56.2606066483057,55.621187426418,57.9903083292808,55.1415051791884,55.4612345974143,55.4814494189016,55.5070445408082,55.8236116174227,55.4165012725123,55.2546445917988,55.7704968936659,55.7068386497834,55.6259833947575,55.1303482106452,55.1435145248536,54.9853152958768,54.1553441347664,53.0023444079255,52.5489808198918,59.1037383442922,58.8106413272191,58.4977740586559
"DOM","Dominican Republic",40.9856547002955,41.0221704593079,40.8989324210613,40.8535808728697,41.1463832863835,41.3246174934056,41.3946552778455,40.986813987267,40.2396548147626,41.5467028545893,41.3879256107248,41.9358053399837,42.4403708046309,43.0403149518203,44.1040770200189,43.8517416070826,43.6398249350966,43.7979707956934,43.8044987107373,44.0835126357337,44.0925564966998,44.0265701704292,43.8560817787241,43.5641244125596,43.7550256312835,44.1044539686815,44.3986570852919,45.8299400323403,46.2960651819022,46.7404770923459
"ECU","Ecuador",40.3354035611858,40.2966810140831,40.5121937967538,40.4932585202949,39.6638768069907,39.3455266232804,39.3537060440301,39.2321992479733,39.6701243230333,40.008180678592,39.7981328185973,39.9159208126884,40.2725667937793,40.3893239700607,40.447497274393,40.1823492023559,40.5410877400784,40.7723925414631,41.0856620582383,41.985383583608,41.643680798583,42.5020372515,43.2196695101429,43.7833723665138,43.987555265521,43.8018230356882,44.398773495244,44.7433129697731,43.9708464881578,43.6118969802999
"EGY","Egypt",41.2510712778773,41.3520636755133,41.2730925188072,41.394092929635,41.3658280612737,41.3369371253828,41.1679433465579,41.1443565615141,41.0367615327275,41.1500614887968,40.7497126677524,39.539330615256,40.3821337758643,41.7069722870484,42.0904471091669,42.2190636817392,41.7195304135175,41.9588464720618,41.5998655920955,41.991749054081,42.0269741664417,41.7458093063098,42.4171958406013,42.6898887655746,42.9116759220563,43.3357720614144,43.3586222455118,45.2226583757763,45.3086557403286,45.4233042363215
"SLV","El Salvador",41.3718080135971,41.2813768863637,41.4026064306289,41.4916742027085,41.6679792331814,41.8203398789551,41.6088883443071,41.5922310344331,41.806746310446,42.9834729174045,43.1317496172149,43.547663963479,43.7573378551848,44.4319878272971,44.6725894391417,44.7777114591707,45.2239211040443,44.8462737295197,45.0790061638422,45.2529218423881,44.6281198737858,44.1420504784561,44.3295125345351,44.6134236607178,44.7155511180662,44.9289614329326,44.6107246137149,43.2423222359579,43.7906959816087,43.8050282283112
"GNQ","Equatorial Guinea",40.0226657217147,40.1234375341314,40.1354683606298,39.9943229265104,39.9525558585503,40.5009288899001,39.9224397043598,40.5910706255093,41.0061213768613,40.955179068467,41.7374882019858,39.8062000339437,39.860458994461,39.7868089794067,39.8674346267199,39.7901132168199,39.4858490781799,39.5461813181754,39.6602050523779,39.5019132181383,39.2067139311282,39.5114165197022,39.2151790458055,39.3511546825777,39.8099817333254,39.828539652401,39.9636499443118,35.4542235702178,35.5396148761122,35.5531729466106
