ISO_3DIGIT,Timeperiod_Variable_month_scenario_ensemble,Value
ABW,2020-2040_pr_01__a2_10th,-4.6616153717
AFG,2020-2040_pr_01__a2_10th,-6.31460572481
AGO,2020-2040_pr_01__a2_10th,-23.8116022951
AIA,2020-2040_pr_01__a2_10th,-10.6603469848
ALB,2020-2040_pr_01__a2_10th,-18.1455292268
AND,2020-2040_pr_01__a2_10th,-5.00673818588
ANT,2020-2040_pr_01__a2_10th,-5.57124209404
ARE,2020-2040_pr_01__a2_10th,-1.6805742383
ARG,2020-2040_pr_01__a2_10th,-11.6436706596
ARM,2020-2040_pr_01__a2_10th,-1.55825536166
ASM,2020-2040_pr_01__a2_10th,-23.1308612823
ATG,2020-2040_pr_01__a2_10th,-10.8294181824
AUS,2020-2040_pr_01__a2_10th,-15.6445448865
AUT,2020-2040_pr_01__a2_10th,-5.68125209055
AZE,2020-2040_pr_01__a2_10th,-1.6803952314
BDI,2020-2040_pr_01__a2_10th,-18.9859981537
BEL,2020-2040_pr_01__a2_10th,-5.13623806409
BEN,2020-2040_pr_01__a2_10th,-1.60942739511
BFA,2020-2040_pr_01__a2_10th,-0.600349825025
BGD,2020-2040_pr_01__a2_10th,-13.6090493202
BGR,2020-2040_pr_01__a2_10th,-6.20686926048
BHR,2020-2040_pr_01__a2_10th,-1.51382851601
BHS,2020-2040_pr_01__a2_10th,-18.0556330681
BIH,2020-2040_pr_01__a2_10th,-10.3303480515
BLR,2020-2040_pr_01__a2_10th,-1.36138460554
BLZ,2020-2040_pr_01__a2_10th,-10.9671914578
BMU,2020-2040_pr_01__a2_10th,-17.4984474182
BOL,2020-2040_pr_01__a2_10th,-20.9906224558
BRA,2020-2040_pr_01__a2_10th,-23.9231378271
BRB,2020-2040_pr_01__a2_10th,-6.16587114334
BRN,2020-2040_pr_01__a2_10th,-46.8073320389
BTN,2020-2040_pr_01__a2_10th,-14.6217166583
BWA,2020-2040_pr_01__a2_10th,-24.6861576667
CAF,2020-2040_pr_01__a2_10th,-2.90825472325
CAN,2020-2040_pr_01__a2_10th,-2.24993022836
CCK,2020-2040_pr_01__a2_10th,-27.5814990997
CHE,2020-2040_pr_01__a2_10th,-10.0380484899
CHL,2020-2040_pr_01__a2_10th,-14.246520479
CHN,2020-2040_pr_01__a2_10th,-6.23621847843
CIV,2020-2040_pr_01__a2_10th,-3.55566368236
CMR,2020-2040_pr_01__a2_10th,-5.35602294929
COD,2020-2040_pr_01__a2_10th,-13.7403843534
COG,2020-2040_pr_01__a2_10th,-14.1913555527
COK,2020-2040_pr_01__a2_10th,-25.7303459168
COL,2020-2040_pr_01__a2_10th,-10.1497218576
COM,2020-2040_pr_01__a2_10th,-16.8138656616
CPV,2020-2040_pr_01__a2_10th,-1.72665375471
CRI,2020-2040_pr_01__a2_10th,-6.34406609535
CUB,2020-2040_pr_01__a2_10th,-16.6500146172
CXR,2020-2040_pr_01__a2_10th,-22.1547927856
CYM,2020-2040_pr_01__a2_10th,-19.1812915802
CYP,2020-2040_pr_01__a2_10th,-16.9327294827
CZE,2020-2040_pr_01__a2_10th,-2.54109514461
DEU,2020-2040_pr_01__a2_10th,-4.06302378129
DJI,2020-2040_pr_01__a2_10th,-0.87472334504
DMA,2020-2040_pr_01__a2_10th,-11.9439287186
DNK,2020-2040_pr_01__a2_10th,-2.86328529318
DOM,2020-2040_pr_01__a2_10th,-8.32836842536
DZA,2020-2040_pr_01__a2_10th,-2.89902747066
ECU,2020-2040_pr_01__a2_10th,-11.6015861242
EGY,2020-2040_pr_01__a2_10th,-1.8097188573
ERI,2020-2040_pr_01__a2_10th,-1.21027622725
ESH,2020-2040_pr_01__a2_10th,-1.61429889128
ESP,2020-2040_pr_01__a2_10th,-15.5262872979
EST,2020-2040_pr_01__a2_10th,-0.880679166565
ETH,2020-2040_pr_01__a2_10th,-2.37891256527
FIN,2020-2040_pr_01__a2_10th,-1.72615641366
FJI,2020-2040_pr_01__a2_10th,-13.7948405147
FLK,2020-2040_pr_01__a2_10th,-5.65733877818
FRA,2020-2040_pr_01__a2_10th,-12.880947276
FRO,2020-2040_pr_01__a2_10th,-4.76354360581
FSM,2020-2040_pr_01__a2_10th,-26.876039505
GAB,2020-2040_pr_01__a2_10th,-16.102565829
GBR,2020-2040_pr_01__a2_10th,-4.86734624207
GEO,2020-2040_pr_01__a2_10th,-2.27330226898
GHA,2020-2040_pr_01__a2_10th,-3.0232373598
GIB,2020-2040_pr_01__a2_10th,-15.7137699127
GIN,2020-2040_pr_01__a2_10th,-2.47491427158
GLP,2020-2040_pr_01__a2_10th,-11.9439287186
GMB,2020-2040_pr_01__a2_10th,-1.10833358765
GNB,2020-2040_pr_01__a2_10th,-1.38334814708
GNQ,2020-2040_pr_01__a2_10th,-14.2352560361
GRC,2020-2040_pr_01__a2_10th,-11.5386675426
GRD,2020-2040_pr_01__a2_10th,-7.49065828323
GRL,2020-2040_pr_01__a2_10th,-4.19004156886
GTM,2020-2040_pr_01__a2_10th,-10.836873591
GUF,2020-2040_pr_01__a2_10th,-23.1265191237
GUM,2020-2040_pr_01__a2_10th,-17.8542499542
GUY,2020-2040_pr_01__a2_10th,-13.3314693967
HND,2020-2040_pr_01__a2_10th,-10.2196610451
HRV,2020-2040_pr_01__a2_10th,-9.65963037808
HTI,2020-2040_pr_01__a2_10th,-8.01207470895
HUN,2020-2040_pr_01__a2_10th,-3.05935602188
IDN,2020-2040_pr_01__a2_10th,-35.8139004764
IMY,2020-2040_pr_01__a2_10th,-3.60196876526
IND,2020-2040_pr_01__a2_10th,-11.3687532837
IOT,2020-2040_pr_01__a2_10th,-9.33410358429
IRL,2020-2040_pr_01__a2_10th,-3.92247406794
IRN,2020-2040_pr_01__a2_10th,-4.18736683062
IRQ,2020-2040_pr_01__a2_10th,-3.5942252179
ISL,2020-2040_pr_01__a2_10th,-7.31389904022
ISR,2020-2040_pr_01__a2_10th,-6.35496858188
ITA,2020-2040_pr_01__a2_10th,-13.7625369799
JAM,2020-2040_pr_01__a2_10th,-10.5121083259
JOR,2020-2040_pr_01__a2_10th,-3.97455918789
JPN,2020-2040_pr_01__a2_10th,-14.0437441437
KAZ,2020-2040_pr_01__a2_10th,-1.50154287193
KEN,2020-2040_pr_01__a2_10th,-5.75470892243
KGZ,2020-2040_pr_01__a2_10th,1.40514079162
KHM,2020-2040_pr_01__a2_10th,-14.9374059439
KIR,2020-2040_pr_01__a2_10th,-23.2986888886
KNA,2020-2040_pr_01__a2_10th,-9.71490764618
KOR,2020-2040_pr_01__a2_10th,-10.2471489473
KSV,2020-2040_pr_01__a2_10th,-12.4877493117
KWT,2020-2040_pr_01__a2_10th,-3.05308445295
LAO,2020-2040_pr_01__a2_10th,-9.46173052952
LBN,2020-2040_pr_01__a2_10th,-9.28555774689
LBR,2020-2040_pr_01__a2_10th,-6.95649013152
LBY,2020-2040_pr_01__a2_10th,-1.58088693448
LCA,2020-2040_pr_01__a2_10th,-6.76459717751
LIE,2020-2040_pr_01__a2_10th,-5.459836483
LKA,2020-2040_pr_01__a2_10th,-31.8651115417
LSO,2020-2040_pr_01__a2_10th,-22.9480571747
LTU,2020-2040_pr_01__a2_10th,-0.52468523259
LUX,2020-2040_pr_01__a2_10th,-4.56017446518
LVA,2020-2040_pr_01__a2_10th,-0.255239676684
MAR,2020-2040_pr_01__a2_10th,-6.69400049077
MCO,2020-2040_pr_01__a2_10th,-18.5092716217
MDA,2020-2040_pr_01__a2_10th,-1.73173077405
MDG,2020-2040_pr_01__a2_10th,-20.2844425765
MDV,2020-2040_pr_01__a2_10th,-24.2961606979
MEX,2020-2040_pr_01__a2_10th,-18.5937751134
MHL,2020-2040_pr_01__a2_10th,-15.5732017755
MKD,2020-2040_pr_01__a2_10th,-13.0664197698
MLI,2020-2040_pr_01__a2_10th,-0.718731200383
MLT,2020-2040_pr_01__a2_10th,-12.8153400421
MMR,2020-2040_pr_01__a2_10th,-9.03400684504
MNE,2020-2040_pr_01__a2_10th,-16.3605158064
MNG,2020-2040_pr_01__a2_10th,-0.0552285513963
MNP,2020-2040_pr_01__a2_10th,-13.6487541199
MOZ,2020-2040_pr_01__a2_10th,-19.4210320986
MRT,2020-2040_pr_01__a2_10th,-1.29314773451
MSR,2020-2040_pr_01__a2_10th,-11.9439287186
MTQ,2020-2040_pr_01__a2_10th,-6.76459717751
MUS,2020-2040_pr_01__a2_10th,-27.2541160584
MWI,2020-2040_pr_01__a2_10th,-18.2159908414
MYS,2020-2040_pr_01__a2_10th,-51.3252334595
MYT,2020-2040_pr_01__a2_10th,-17.7724609375
NAM,2020-2040_pr_01__a2_10th,-17.9866133745
NCL,2020-2040_pr_01__a2_10th,-24.9401901563
NER,2020-2040_pr_01__a2_10th,-0.240993822572
NFK,2020-2040_pr_01__a2_10th,-18.7575836182
NGA,2020-2040_pr_01__a2_10th,-2.39860509747
NIC,2020-2040_pr_01__a2_10th,-7.4432798028
NIU,2020-2040_pr_01__a2_10th,-13.5385036469
NLD,2020-2040_pr_01__a2_10th,-2.86213701505
NOR,2020-2040_pr_01__a2_10th,-2.62278212137
NPL,2020-2040_pr_01__a2_10th,-16.7766485214
NRU,2020-2040_pr_01__a2_10th,-38.7704162598
NZL,2020-2040_pr_01__a2_10th,-18.8247745548
OMN,2020-2040_pr_01__a2_10th,-1.77656040823
PAK,2020-2040_pr_01__a2_10th,-6.78108299463
PAN,2020-2040_pr_01__a2_10th,-7.4596093893
PCN,2020-2040_pr_01__a2_10th,-18.9402017594
PER,2020-2040_pr_01__a2_10th,-15.5389149118
PHL,2020-2040_pr_01__a2_10th,-41.5515337357
PLW,2020-2040_pr_01__a2_10th,-37.8423538208
PNG,2020-2040_pr_01__a2_10th,-23.3785675536
POL,2020-2040_pr_01__a2_10th,-1.32947768437
PRI,2020-2040_pr_01__a2_10th,-12.2127542495
PRK,2020-2040_pr_01__a2_10th,-5.62234027135
PRT,2020-2040_pr_01__a2_10th,-19.4872685579
PRY,2020-2040_pr_01__a2_10th,-25.6594306098
PSE,2020-2040_pr_01__a2_10th,-7.7952671051
PYF,2020-2040_pr_01__a2_10th,-28.0630828857
QAT,2020-2040_pr_01__a2_10th,-1.80739805103
REU,2020-2040_pr_01__a2_10th,-25.7669610977
ROU,2020-2040_pr_01__a2_10th,-2.48218231716
RUS,2020-2040_pr_01__a2_10th,-0.594179066581
RWA,2020-2040_pr_01__a2_10th,-21.802956899
SAU,2020-2040_pr_01__a2_10th,-1.35485296087
SDN,2020-2040_pr_01__a2_10th,-0.333132439865
SEN,2020-2040_pr_01__a2_10th,-1.28664365411
SGP,2020-2040_pr_01__a2_10th,-67.0068588257
SHN,2020-2040_pr_01__a2_10th,-6.07654857635
SJM,2020-2040_pr_01__a2_10th,-1.60268415767
SLB,2020-2040_pr_01__a2_10th,-38.4263971502
SLE,2020-2040_pr_01__a2_10th,-5.12425364147
SLV,2020-2040_pr_01__a2_10th,-8.58042526245
SMR,2020-2040_pr_01__a2_10th,-12.5420045853
SOM,2020-2040_pr_01__a2_10th,-3.23114146171
SPM,2020-2040_pr_01__a2_10th,-7.51314091682
SRB,2020-2040_pr_01__a2_10th,-6.58618323506
SSD,2020-2040_pr_01__a2_10th,-2.36921690203
STP,2020-2040_pr_01__a2_10th,-15.4050922394
SUR,2020-2040_pr_01__a2_10th,-19.1434871885
SVK,2020-2040_pr_01__a2_10th,-1.68178637461
SVN,2020-2040_pr_01__a2_10th,-7.86662483215
SWE,2020-2040_pr_01__a2_10th,-2.36814755437
SWZ,2020-2040_pr_01__a2_10th,-24.2014894485
SYC,2020-2040_pr_01__a2_10th,-15.0377907753
SYR,2020-2040_pr_01__a2_10th,-7.15809462071
TCA,2020-2040_pr_01__a2_10th,-14.0472135544
TCD,2020-2040_pr_01__a2_10th,-0.223700174679
TGO,2020-2040_pr_01__a2_10th,-2.31028504483
THA,2020-2040_pr_01__a2_10th,-12.0066420974
TJK,2020-2040_pr_01__a2_10th,-0.289124768228
TKL,2020-2040_pr_01__a2_10th,-20.161108017
TKM,2020-2040_pr_01__a2_10th,-2.36480138841
TLS,2020-2040_pr_01__a2_10th,-18.8873878479
TON,2020-2040_pr_01__a2_10th,-12.9874561206
TTO,2020-2040_pr_01__a2_10th,-5.47256549199
TUN,2020-2040_pr_01__a2_10th,-7.22807930409
TUR,2020-2040_pr_01__a2_10th,-9.23447712262
TUV,2020-2040_pr_01__a2_10th,-26.2181434631
TZA,2020-2040_pr_01__a2_10th,-13.7108762198
UGA,2020-2040_pr_01__a2_10th,-9.01479972733
UKR,2020-2040_pr_01__a2_10th,-2.30535549109
URY,2020-2040_pr_01__a2_10th,-10.7612262408
USA,2020-2040_pr_01__a2_10th,-7.58838673458
UZB,2020-2040_pr_01__a2_10th,-1.66566331998
VCT,2020-2040_pr_01__a2_10th,-7.36332321167
VEN,2020-2040_pr_01__a2_10th,-6.04998221523
VGB,2020-2040_pr_01__a2_10th,-11.6057863235
VIR,2020-2040_pr_01__a2_10th,-12.4293079376
VNM,2020-2040_pr_01__a2_10th,-14.8301400185
VUT,2020-2040_pr_01__a2_10th,-24.3791926248
WLF,2020-2040_pr_01__a2_10th,-24.4604949951
WSM,2020-2040_pr_01__a2_10th,-22.0901165009
YEM,2020-2040_pr_01__a2_10th,-0.76786174093
ZAF,2020-2040_pr_01__a2_10th,-12.8886440595
ZMB,2020-2040_pr_01__a2_10th,-21.2394001711
ZWE,2020-2040_pr_01__a2_10th,-22.4500029246
ABW,2020-2040_pr_02__a2_10th,-1.10387194157
AFG,2020-2040_pr_02__a2_10th,-5.65309092601
AGO,2020-2040_pr_02__a2_10th,-16.3076107193
AIA,2020-2040_pr_02__a2_10th,-9.19314718246
ALB,2020-2040_pr_02__a2_10th,-12.8651162928
AND,2020-2040_pr_02__a2_10th,-6.50306558609
ANT,2020-2040_pr_02__a2_10th,-1.48030763865
ARE,2020-2040_pr_02__a2_10th,-2.38512204375
ARG,2020-2040_pr_02__a2_10th,-9.12209406171
ARM,2020-2040_pr_02__a2_10th,-3.70690643788
ASM,2020-2040_pr_02__a2_10th,-35.9474258423
ATG,2020-2040_pr_02__a2_10th,-10.1995248794
AUS,2020-2040_pr_02__a2_10th,-14.5462375577
AUT,2020-2040_pr_02__a2_10th,-6.83767122971
AZE,2020-2040_pr_02__a2_10th,-3.47021362186
BDI,2020-2040_pr_02__a2_10th,-9.82836475371
BEL,2020-2040_pr_02__a2_10th,-8.59612376348
BEN,2020-2040_pr_02__a2_10th,-4.45458689858
BFA,2020-2040_pr_02__a2_10th,-1.3873652339
BGD,2020-2040_pr_02__a2_10th,-7.9151824883
BGR,2020-2040_pr_02__a2_10th,-12.4714711189
BHR,2020-2040_pr_02__a2_10th,-4.53803777695
BHS,2020-2040_pr_02__a2_10th,-15.4928331375
BIH,2020-2040_pr_02__a2_10th,-12.340070211
BLR,2020-2040_pr_02__a2_10th,-3.7672751402
BLZ,2020-2040_pr_02__a2_10th,-8.72992300986
BMU,2020-2040_pr_02__a2_10th,-16.4012794495
BOL,2020-2040_pr_02__a2_10th,-16.2694959034
BRA,2020-2040_pr_02__a2_10th,-16.3168699191
BRB,2020-2040_pr_02__a2_10th,-7.01258182526
BRN,2020-2040_pr_02__a2_10th,-42.9870548248
BTN,2020-2040_pr_02__a2_10th,-10.2862042586
BWA,2020-2040_pr_02__a2_10th,-24.7601100237
CAF,2020-2040_pr_02__a2_10th,-3.90653343499
CAN,2020-2040_pr_02__a2_10th,-3.32161336226
CCK,2020-2040_pr_02__a2_10th,-42.2839736938
CHE,2020-2040_pr_02__a2_10th,-8.31898180644
CHL,2020-2040_pr_02__a2_10th,-12.378620715
CHN,2020-2040_pr_02__a2_10th,-4.81917785036
CIV,2020-2040_pr_02__a2_10th,-8.31065727339
CMR,2020-2040_pr_02__a2_10th,-7.13811565029
COD,2020-2040_pr_02__a2_10th,-9.62706490401
COG,2020-2040_pr_02__a2_10th,-8.76318872452
COK,2020-2040_pr_02__a2_10th,-16.4756895065
COL,2020-2040_pr_02__a2_10th,-13.0830133177
COM,2020-2040_pr_02__a2_10th,-12.6371355057
CPV,2020-2040_pr_02__a2_10th,-1.37626409531
CRI,2020-2040_pr_02__a2_10th,-3.71762502193
CUB,2020-2040_pr_02__a2_10th,-12.5179002502
CXR,2020-2040_pr_02__a2_10th,-36.4422225952
CYM,2020-2040_pr_02__a2_10th,-12.6995325089
CYP,2020-2040_pr_02__a2_10th,-12.0787887573
CZE,2020-2040_pr_02__a2_10th,-4.11903495648
DEU,2020-2040_pr_02__a2_10th,-4.26288984503
DJI,2020-2040_pr_02__a2_10th,-1.6806738774
DMA,2020-2040_pr_02__a2_10th,-10.8786344528
DNK,2020-2040_pr_02__a2_10th,-3.35104387502
DOM,2020-2040_pr_02__a2_10th,-9.55315001805
DZA,2020-2040_pr_02__a2_10th,-2.40261304445
ECU,2020-2040_pr_02__a2_10th,-19.7311290658
EGY,2020-2040_pr_02__a2_10th,-1.34271799299
ERI,2020-2040_pr_02__a2_10th,-1.12589862786
ESH,2020-2040_pr_02__a2_10th,-0.91182840243
ESP,2020-2040_pr_02__a2_10th,-15.1312748097
EST,2020-2040_pr_02__a2_10th,-2.63177396159
ETH,2020-2040_pr_02__a2_10th,-4.13208035037
FIN,2020-2040_pr_02__a2_10th,-0.699499533123
FJI,2020-2040_pr_02__a2_10th,-18.5866804123
FLK,2020-2040_pr_02__a2_10th,-5.48131418228
FRA,2020-2040_pr_02__a2_10th,-10.4846707235
FRO,2020-2040_pr_02__a2_10th,-0.970518633722
FSM,2020-2040_pr_02__a2_10th,-33.6688022614
GAB,2020-2040_pr_02__a2_10th,-9.50469578107
GBR,2020-2040_pr_02__a2_10th,-2.32361033597
GEO,2020-2040_pr_02__a2_10th,-4.17639857133
GHA,2020-2040_pr_02__a2_10th,-7.43424604155
GIB,2020-2040_pr_02__a2_10th,-13.2217884064
GIN,2020-2040_pr_02__a2_10th,-3.42517046395
GLP,2020-2040_pr_02__a2_10th,-10.8786344528
GMB,2020-2040_pr_02__a2_10th,-0.534587939581
GNB,2020-2040_pr_02__a2_10th,-0.685887760586
GNQ,2020-2040_pr_02__a2_10th,-12.2997392019
GRC,2020-2040_pr_02__a2_10th,-12.614129918
GRD,2020-2040_pr_02__a2_10th,-6.69217634201
GRL,2020-2040_pr_02__a2_10th,-3.75884490154
GTM,2020-2040_pr_02__a2_10th,-6.66984695196
GUF,2020-2040_pr_02__a2_10th,-13.3970757326
GUM,2020-2040_pr_02__a2_10th,-6.95027971268
GUY,2020-2040_pr_02__a2_10th,-9.54046847423
HND,2020-2040_pr_02__a2_10th,-5.77714006106
HRV,2020-2040_pr_02__a2_10th,-10.6897939046
HTI,2020-2040_pr_02__a2_10th,-6.80008947849
HUN,2020-2040_pr_02__a2_10th,-7.53044624329
IDN,2020-2040_pr_02__a2_10th,-29.785233604
IMY,2020-2040_pr_02__a2_10th,-1.49037861824
IND,2020-2040_pr_02__a2_10th,-7.4290840682
IOT,2020-2040_pr_02__a2_10th,-8.13266468048
IRL,2020-2040_pr_02__a2_10th,-2.73731447183
IRN,2020-2040_pr_02__a2_10th,-5.23213598099
IRQ,2020-2040_pr_02__a2_10th,-4.90919371446
ISL,2020-2040_pr_02__a2_10th,-5.45488355557
ISR,2020-2040_pr_02__a2_10th,-4.25471101488
ITA,2020-2040_pr_02__a2_10th,-10.4734773068
JAM,2020-2040_pr_02__a2_10th,-5.31397747993
JOR,2020-2040_pr_02__a2_10th,-3.18380298614
JPN,2020-2040_pr_02__a2_10th,-12.3685985741
KAZ,2020-2040_pr_02__a2_10th,-1.20729960101
KEN,2020-2040_pr_02__a2_10th,-13.1970863705
KGZ,2020-2040_pr_02__a2_10th,-0.0450731188591
KHM,2020-2040_pr_02__a2_10th,-17.2880426049
KIR,2020-2040_pr_02__a2_10th,-26.3764562607
KNA,2020-2040_pr_02__a2_10th,-9.52041530609
KOR,2020-2040_pr_02__a2_10th,-2.87281556427
KSV,2020-2040_pr_02__a2_10th,-13.2098699146
KWT,2020-2040_pr_02__a2_10th,-4.55641325315
LAO,2020-2040_pr_02__a2_10th,-10.1092190249
LBN,2020-2040_pr_02__a2_10th,-6.12847757339
LBR,2020-2040_pr_02__a2_10th,-9.23162526351
LBY,2020-2040_pr_02__a2_10th,-1.29476387346
LCA,2020-2040_pr_02__a2_10th,-6.82664895058
LIE,2020-2040_pr_02__a2_10th,-5.93763208389
LKA,2020-2040_pr_02__a2_10th,-25.6646104813
LSO,2020-2040_pr_02__a2_10th,-17.1085419655
LTU,2020-2040_pr_02__a2_10th,-0.943711979937
LUX,2020-2040_pr_02__a2_10th,-8.32745933533
LVA,2020-2040_pr_02__a2_10th,-1.77954229994
MAR,2020-2040_pr_02__a2_10th,-5.01187848634
MCO,2020-2040_pr_02__a2_10th,-8.93155288696
MDA,2020-2040_pr_02__a2_10th,-7.73416429758
MDG,2020-2040_pr_02__a2_10th,-35.3164316091
MDV,2020-2040_pr_02__a2_10th,-25.2866308689
MEX,2020-2040_pr_02__a2_10th,-10.430251367
MHL,2020-2040_pr_02__a2_10th,-17.281793952
MKD,2020-2040_pr_02__a2_10th,-13.6202643339
MLI,2020-2040_pr_02__a2_10th,-0.723987107315
MLT,2020-2040_pr_02__a2_10th,-8.26442146301
MMR,2020-2040_pr_02__a2_10th,-7.3102931903
MNE,2020-2040_pr_02__a2_10th,-13.2336493598
MNG,2020-2040_pr_02__a2_10th,-0.171256319787
MNP,2020-2040_pr_02__a2_10th,-4.79990077018
MOZ,2020-2040_pr_02__a2_10th,-22.647864239
MRT,2020-2040_pr_02__a2_10th,-0.693850859048
MSR,2020-2040_pr_02__a2_10th,-10.8786344528
MTQ,2020-2040_pr_02__a2_10th,-6.82664895058
MUS,2020-2040_pr_02__a2_10th,-20.4345455169
MWI,2020-2040_pr_02__a2_10th,-23.7162309289
MYS,2020-2040_pr_02__a2_10th,-44.5142938614
MYT,2020-2040_pr_02__a2_10th,-23.728477478
NAM,2020-2040_pr_02__a2_10th,-13.6585712979
NCL,2020-2040_pr_02__a2_10th,-23.7216876348
NER,2020-2040_pr_02__a2_10th,-0.427223329657
NFK,2020-2040_pr_02__a2_10th,-11.4406795502
NGA,2020-2040_pr_02__a2_10th,-4.74131468606
NIC,2020-2040_pr_02__a2_10th,-3.94818937033
NIU,2020-2040_pr_02__a2_10th,-37.5786914825
NLD,2020-2040_pr_02__a2_10th,-4.77066179422
NOR,2020-2040_pr_02__a2_10th,-1.07628417937
NPL,2020-2040_pr_02__a2_10th,-14.9531817039
NRU,2020-2040_pr_02__a2_10th,-28.7554206848
NZL,2020-2040_pr_02__a2_10th,-10.3490770715
OMN,2020-2040_pr_02__a2_10th,-1.33127729156
PAK,2020-2040_pr_02__a2_10th,-5.21587593438
PAN,2020-2040_pr_02__a2_10th,-8.21808260678
PCN,2020-2040_pr_02__a2_10th,-23.3221683502
PER,2020-2040_pr_02__a2_10th,-21.8088098533
PHL,2020-2040_pr_02__a2_10th,-26.2246638078
PLW,2020-2040_pr_02__a2_10th,-19.1023159027
PNG,2020-2040_pr_02__a2_10th,-10.2962450195
POL,2020-2040_pr_02__a2_10th,-1.94819401378
PRI,2020-2040_pr_02__a2_10th,-7.69359755516
PRK,2020-2040_pr_02__a2_10th,-2.13031838991
PRT,2020-2040_pr_02__a2_10th,-21.4123016504
PRY,2020-2040_pr_02__a2_10th,-7.07725372579
PSE,2020-2040_pr_02__a2_10th,-5.68482065201
PYF,2020-2040_pr_02__a2_10th,-27.7765859604
QAT,2020-2040_pr_02__a2_10th,-3.8408549428
REU,2020-2040_pr_02__a2_10th,-24.9452152252
ROU,2020-2040_pr_02__a2_10th,-9.15621787852
RUS,2020-2040_pr_02__a2_10th,-1.34962850811
RWA,2020-2040_pr_02__a2_10th,-7.57400290171
SAU,2020-2040_pr_02__a2_10th,-1.97045103573
SDN,2020-2040_pr_02__a2_10th,-0.606506935893
SEN,2020-2040_pr_02__a2_10th,-0.680680656975
SGP,2020-2040_pr_02__a2_10th,-51.0539474487
SHN,2020-2040_pr_02__a2_10th,-5.59041500092
SJM,2020-2040_pr_02__a2_10th,-0.894324575551
SLB,2020-2040_pr_02__a2_10th,-19.4593722603
SLE,2020-2040_pr_02__a2_10th,-4.01231467724
SLV,2020-2040_pr_02__a2_10th,-4.63624477387
SMR,2020-2040_pr_02__a2_10th,-10.1594018936
SOM,2020-2040_pr_02__a2_10th,-2.67246679035
SPM,2020-2040_pr_02__a2_10th,-5.52170395851
SRB,2020-2040_pr_02__a2_10th,-11.3275455535
SSD,2020-2040_pr_02__a2_10th,-3.34894583193
STP,2020-2040_pr_02__a2_10th,-14.0425257683
SUR,2020-2040_pr_02__a2_10th,-12.0892500877
SVK,2020-2040_pr_02__a2_10th,-5.34006400542
SVN,2020-2040_pr_02__a2_10th,-8.84085178375
SWE,2020-2040_pr_02__a2_10th,-1.75761169874
SWZ,2020-2040_pr_02__a2_10th,-14.2154916127
SYC,2020-2040_pr_02__a2_10th,-14.5946035385
SYR,2020-2040_pr_02__a2_10th,-5.84197592735
TCA,2020-2040_pr_02__a2_10th,-8.8152256012
TCD,2020-2040_pr_02__a2_10th,-0.717005359275
TGO,2020-2040_pr_02__a2_10th,-6.16150752455
THA,2020-2040_pr_02__a2_10th,-11.8681394763
TJK,2020-2040_pr_02__a2_10th,-1.50832592056
TKL,2020-2040_pr_02__a2_10th,-28.6608142853
TKM,2020-2040_pr_02__a2_10th,-2.44826804456
TLS,2020-2040_pr_02__a2_10th,-26.1874790192
TON,2020-2040_pr_02__a2_10th,-33.5064373016
TTO,2020-2040_pr_02__a2_10th,-6.53111584981
TUN,2020-2040_pr_02__a2_10th,-7.80773016066
TUR,2020-2040_pr_02__a2_10th,-7.56210120354
TUV,2020-2040_pr_02__a2_10th,-17.9287026723
TZA,2020-2040_pr_02__a2_10th,-11.6389096479
UGA,2020-2040_pr_02__a2_10th,-9.41889292664
UKR,2020-2040_pr_02__a2_10th,-5.86778052037
URY,2020-2040_pr_02__a2_10th,-9.42875576018
USA,2020-2040_pr_02__a2_10th,-5.77757632436
UZB,2020-2040_pr_02__a2_10th,-2.02147021027
VCT,2020-2040_pr_02__a2_10th,-6.6407160759
VEN,2020-2040_pr_02__a2_10th,-6.22886643494
VGB,2020-2040_pr_02__a2_10th,-8.86587905884
VIR,2020-2040_pr_02__a2_10th,-8.18903231621
VNM,2020-2040_pr_02__a2_10th,-15.2328528404
VUT,2020-2040_pr_02__a2_10th,-33.5169579642
WLF,2020-2040_pr_02__a2_10th,-21.2770633698
WSM,2020-2040_pr_02__a2_10th,-45.934299469
YEM,2020-2040_pr_02__a2_10th,-1.43998675971
ZAF,2020-2040_pr_02__a2_10th,-11.6214399806
ZMB,2020-2040_pr_02__a2_10th,-17.7793607031
ZWE,2020-2040_pr_02__a2_10th,-20.8573185603
ABW,2020-2040_pr_03__a2_10th,-1.53150558472
AFG,2020-2040_pr_03__a2_10th,-12.2196602106
AGO,2020-2040_pr_03__a2_10th,-18.3068320078
AIA,2020-2040_pr_03__a2_10th,-3.83446574211
ALB,2020-2040_pr_03__a2_10th,-12.6160437844
AND,2020-2040_pr_03__a2_10th,-9.5557384491
ANT,2020-2040_pr_03__a2_10th,-2.6070291996
ARE,2020-2040_pr_03__a2_10th,-3.86366673878
ARG,2020-2040_pr_03__a2_10th,-10.5252336622
ARM,2020-2040_pr_03__a2_10th,-8.15388761248
ASM,2020-2040_pr_03__a2_10th,-33.8594970703
ATG,2020-2040_pr_03__a2_10th,-5.85570430756
AUS,2020-2040_pr_03__a2_10th,-12.122172012
AUT,2020-2040_pr_03__a2_10th,-7.6298312137
AZE,2020-2040_pr_03__a2_10th,-7.85195138454
BDI,2020-2040_pr_03__a2_10th,-5.5290055275
